observation_id,observation_date,surveyor_id,surveyor_name,location_name,region,sector_id,n_observed,w_observed,s_observed,n_canonical,w_canonical,s_canonical,variance_n,variance_w,variance_s,total_variance,stability_class,surveyor_reliability,instrument_id,weather_conditions,notes
GCO-01549,1850-08-18,SV-03,Vornis Keth,Plaza,Capeast,NE-2,52.793,248.554,110.345,54.621,248.394,111.127,-1.828,0.161,-0.782,1.995,STABLE,0.783,COMP-009,rain,
GCO-01348,1850-08-20,SV-05,Tobin Creel,Little Yard,Capital,NW-6,46.252,3.997,13.97,46.115,3.94,14.659,0.138,0.057,-0.689,0.705,STABLE,0.921,COMP-010,clear,
GCO-03484,1850-08-20,SV-09,Archon Mills,East Square,Capital,NW-2,39.026,48.805,42.097,38.653,49.261,42.766,0.373,-0.456,-0.669,0.891,STABLE,0.827,COMP-035,clear,
GCO-01612,1850-08-21,SV-05,Tobin Creel,Little Yard,Capital,NW-6,47.108,3.419,14.687,46.115,3.94,14.659,0.993,-0.521,0.028,1.122,STABLE,0.921,COMP-021,clear,
GCO-04532,1850-08-21,SV-29,Corren Dale,Little Yard,Capital,NW-6,46.588,3.67,14.418,46.115,3.94,14.659,0.473,-0.27,-0.241,0.596,STABLE,0.954,COMP-041,rain,
GCO-00556,1850-08-22,SV-07,Rellen Foss,East Square,Capital,NW-2,38.102,49.083,43.414,38.653,49.261,42.766,-0.551,-0.178,0.648,0.869,STABLE,0.968,COMP-028,clear,
GCO-02558,1850-08-22,SV-18,Sollis Hern,East Square,Capital,NW-2,37.826,48.415,42.591,38.653,49.261,42.766,-0.828,-0.846,-0.175,1.197,STABLE,0.877,COMP-017,clear,
GCO-02517,1850-08-23,SV-20,Torren Voss,Little Exchange (Capital),Capital,NW-2,9.333,17.588,33.881,8.133,17.764,33.509,1.2,-0.175,0.372,1.269,STABLE,0.702,COMP-006,clear,
GCO-04209,1850-08-24,SV-25,Terris Bloom,Little Yard,Capital,NW-6,46.505,3.814,14.216,46.115,3.94,14.659,0.39,-0.126,-0.443,0.604,STABLE,0.987,COMP-015,clear,
GCO-00447,1850-08-29,SV-17,Varian Kess,Little Yard,Capital,NW-6,46.74,3.717,14.442,46.115,3.94,14.659,0.625,-0.223,-0.217,0.698,STABLE,0.766,COMP-027,clear,
GCO-04590,1850-08-30,SV-09,Archon Mills,East Square,Capital,NW-2,38.92,49.684,42.975,38.653,49.261,42.766,0.266,0.423,0.209,0.542,STABLE,0.827,COMP-007,rain,
GCO-01960,1850-09-01,SV-27,Sellin Brook,East Square,Capital,NW-2,39.004,48.187,42.912,38.653,49.261,42.766,0.35,-1.074,0.146,1.139,STABLE,0.728,COMP-028,clear,
GCO-02296,1850-09-01,SV-20,Torren Voss,Little Yard,Capital,NW-6,45.954,4.259,14.101,46.115,3.94,14.659,-0.16,0.319,-0.558,0.662,STABLE,0.702,COMP-015,rain,
GCO-00725,1850-09-06,SV-01,Kellis Dorn,Little Yard,Capital,NW-6,47.004,2.707,13.473,46.115,3.94,14.659,0.89,-1.233,-1.186,1.928,STABLE,0.892,COMP-033,cloudy,
GCO-02497,1850-09-06,SV-16,Hellis Mord,Little Yard,Capital,NW-6,45.283,4.658,13.704,46.115,3.94,14.659,-0.832,0.718,-0.955,1.456,STABLE,0.863,COMP-039,cloudy,
GCO-01842,1850-09-07,SV-14,Levin Cross,Little Yard,Capital,NW-6,46.83,5.268,15.513,46.115,3.94,14.659,0.715,1.328,0.854,1.733,STABLE,0.76,COMP-003,rain,
GCO-02167,1850-09-08,SV-12,Pemlik Vorn,Lower Yard (Capital),Capital,NW-9,8.428,17.984,49.966,8.17,18.973,49.476,0.258,-0.988,0.489,1.132,STABLE,0.852,COMP-011,clear,
GCO-00322,1850-09-09,SV-25,Terris Bloom,Little Yard,Capital,NW-6,45.747,3.232,14.978,46.115,3.94,14.659,-0.368,-0.708,0.319,0.86,STABLE,0.987,COMP-015,clear,
GCO-00984,1850-09-11,SV-13,Anster Cole,Little Yard,Capital,NW-6,46.346,3.73,15.597,46.115,3.94,14.659,0.231,-0.21,0.938,0.989,STABLE,0.708,COMP-032,clear,
GCO-01181,1850-09-11,SV-08,Tessyn Ward,Little Yard,Capital,NW-6,45.478,4.203,14.076,46.115,3.94,14.659,-0.637,0.263,-0.583,0.903,STABLE,0.726,COMP-008,rain,
GCO-02693,1850-09-11,SV-02,Mira Strand,Little Yard,Capital,NW-6,45.434,5.433,14.47,46.115,3.94,14.659,-0.681,1.493,-0.189,1.652,STABLE,0.708,COMP-009,rain,
GCO-04435,1850-09-12,SV-10,Kella Tross,Little Yard,Capital,NW-6,44.81,3.439,14.406,46.115,3.94,14.659,-1.305,-0.501,-0.252,1.421,STABLE,0.709,COMP-043,fog,
GCO-00282,1850-09-13,SV-25,Terris Bloom,Little Tower,Capital,NW-7,12.052,27.743,13.82,12.331,28.068,13.137,-0.279,-0.326,0.683,0.806,STABLE,0.987,COMP-028,clear,
GCO-02952,1850-09-13,SV-26,Norris Vale,Little Yard,Capital,NW-6,47.62,3.608,15.457,46.115,3.94,14.659,1.505,-0.332,0.798,1.736,STABLE,0.801,COMP-049,cloudy,
GCO-04588,1850-09-13,SV-10,Kella Tross,Old Point,Yeller,SE-7,665.809,377.778,341.857,681.701,359.471,317.705,-15.892,18.307,24.152,34.22,MODERATE,0.709,COMP-016,clear,
GCO-02603,1850-09-16,SV-26,Norris Vale,East Square,Capital,NW-2,38.807,49.749,42.664,38.653,49.261,42.766,0.153,0.488,-0.102,0.522,STABLE,0.801,COMP-036,clear,Clear sight lines
GCO-00204,1850-09-22,SV-28,Varren Hill,Little Yard,Capital,NW-6,46.537,4.596,14.812,46.115,3.94,14.659,0.422,0.656,0.153,0.795,STABLE,0.729,COMP-027,rain,
GCO-00060,1850-09-23,SV-22,Garris Stone,Little Yard,Capital,NW-6,47.071,3.405,14.581,46.115,3.94,14.659,0.956,-0.535,-0.078,1.099,STABLE,0.909,COMP-042,cloudy,
GCO-00607,1850-09-23,SV-19,Nerin Kale,Lower Yard (Capital),Capital,NW-9,9.063,19.484,49.242,8.17,18.973,49.476,0.893,0.511,-0.234,1.055,STABLE,0.943,COMP-047,cloudy,
GCO-03666,1850-09-23,SV-10,Kella Tross,Little Yard,Capital,NW-6,47.78,3.511,15.308,46.115,3.94,14.659,1.666,-0.429,0.649,1.838,STABLE,0.709,COMP-005,rain,
GCO-04169,1850-09-24,SV-29,Corren Dale,Little Yard,Capital,NW-6,45.503,2.963,15.105,46.115,3.94,14.659,-0.612,-0.977,0.446,1.236,STABLE,0.954,COMP-002,cloudy,
GCO-03010,1850-09-26,SV-23,Pellin Marsh,Little Yard,Capital,NW-6,46.232,2.191,15.27,46.115,3.94,14.659,0.117,-1.749,0.611,1.856,STABLE,0.802,COMP-002,cloudy,
GCO-00247,1850-09-29,SV-16,Hellis Mord,Little Yard,Capital,NW-6,46.454,2.664,13.913,46.115,3.94,14.659,0.34,-1.276,-0.746,1.516,STABLE,0.863,COMP-003,clear,
GCO-02019,1850-10-03,SV-30,Merris Glen,Little Yard,Capital,NW-6,45.027,4.169,14.216,46.115,3.94,14.659,-1.088,0.229,-0.443,1.196,STABLE,0.881,COMP-021,rain,
GCO-02079,1850-10-04,SV-08,Tessyn Ward,Little Exchange (Capital),Capital,NW-2,8.623,18.469,32.436,8.133,17.764,33.509,0.49,0.706,-1.072,1.374,STABLE,0.726,COMP-006,fog,
GCO-03314,1850-10-04,SV-16,Hellis Mord,Little Yard,Capital,NW-6,48.145,3.206,14.845,46.115,3.94,14.659,2.03,-0.734,0.186,2.167,STABLE,0.863,COMP-010,fog,
GCO-03332,1850-10-04,SV-21,Mellen Pike,Little Yard,Capital,NW-6,46.057,3.788,14.884,46.115,3.94,14.659,-0.058,-0.152,0.225,0.278,STABLE,0.942,COMP-013,cloudy,
GCO-04391,1850-10-06,SV-10,Kella Tross,Little Yard,Capital,NW-6,45.816,3.649,14.795,46.115,3.94,14.659,-0.298,-0.291,0.136,0.438,STABLE,0.709,COMP-033,clear,
GCO-04688,1850-10-10,SV-14,Levin Cross,Little Yard,Capital,NW-6,45.687,4.31,15.057,46.115,3.94,14.659,-0.428,0.37,0.398,0.692,STABLE,0.76,COMP-012,clear,
GCO-04397,1850-10-15,SV-27,Sellin Brook,Little Yard,Capital,NW-6,44.748,3.833,13.945,46.115,3.94,14.659,-1.366,-0.107,-0.713,1.545,STABLE,0.728,COMP-014,cloudy,
GCO-01321,1850-10-17,SV-11,Erris Dann,Old Hall (Capeast),Capeast,NE-2,119.366,197.459,107.403,119.591,196.455,105.741,-0.225,1.004,1.663,1.955,STABLE,0.766,COMP-006,cloudy,
GCO-03297,1850-10-17,SV-02,Mira Strand,East Square,Capital,NW-2,37.785,51.285,41.683,38.653,49.261,42.766,-0.869,2.024,-1.083,2.455,MODERATE,0.708,COMP-011,cloudy,
GCO-04417,1850-10-19,SV-10,Kella Tross,Little Yard,Capital,NW-6,47.2,3.062,17.233,46.115,3.94,14.659,1.086,-0.878,2.574,2.929,STABLE,0.709,COMP-032,fog,
GCO-00708,1850-10-20,SV-09,Archon Mills,Little Yard,Capital,NW-6,45.833,4.202,15.372,46.115,3.94,14.659,-0.282,0.262,0.713,0.811,STABLE,0.827,COMP-013,clear,
GCO-03999,1850-10-24,SV-20,Torren Voss,Little Yard,Capital,NW-6,46.401,2.552,13.944,46.115,3.94,14.659,0.286,-1.388,-0.715,1.587,MODERATE,0.702,COMP-037,clear,
GCO-01642,1850-10-25,SV-13,Anster Cole,Little Yard,Capital,NW-6,45.701,4.153,14.632,46.115,3.94,14.659,-0.414,0.213,-0.027,0.466,STABLE,0.708,COMP-006,clear,
GCO-00493,1850-10-30,SV-22,Garris Stone,East Square,Capital,NW-2,39.093,49.983,42.978,38.653,49.261,42.766,0.44,0.722,0.212,0.871,STABLE,0.909,COMP-004,clear,Obstructed view
GCO-01938,1850-10-30,SV-11,Erris Dann,Little Exchange (Capital),Capital,NW-2,8.826,18.425,32.728,8.133,17.764,33.509,0.693,0.662,-0.78,1.236,STABLE,0.766,COMP-006,cloudy,
GCO-02341,1850-11-01,SV-17,Varian Kess,Little Yard,Capital,NW-6,47.097,4.124,13.551,46.115,3.94,14.659,0.982,0.184,-1.108,1.492,STABLE,0.766,COMP-015,clear,
GCO-04603,1850-11-03,SV-16,Hellis Mord,Little Yard,Capital,NW-6,46.014,3.268,14.8,46.115,3.94,14.659,-0.1,-0.672,0.141,0.694,STABLE,0.863,COMP-027,rain,
GCO-00336,1850-11-06,SV-03,Vornis Keth,East Square,Capital,NW-2,38.53,49.765,41.787,38.653,49.261,42.766,-0.124,0.504,-0.979,1.108,STABLE,0.783,COMP-040,cloudy,
GCO-03591,1850-11-07,SV-10,Kella Tross,Little Yard,Capital,NW-6,46.309,4.04,15.133,46.115,3.94,14.659,0.194,0.1,0.474,0.522,STABLE,0.709,COMP-010,clear,
GCO-02368,1850-11-11,SV-03,Vornis Keth,Wharf (Capital),Capital,NW-6,37.785,10.972,1.685,38.8,11.452,1.605,-1.015,-0.48,0.08,1.126,STABLE,0.783,COMP-031,clear,
GCO-01487,1850-11-12,SV-13,Anster Cole,Little Yard,Capital,NW-6,45.678,3.379,14.385,46.115,3.94,14.659,-0.437,-0.561,-0.274,0.762,STABLE,0.708,COMP-037,clear,
GCO-03834,1850-11-12,SV-06,Sareth Vell,Little Yard,Capital,NW-6,45.525,4.735,14.32,46.115,3.94,14.659,-0.59,0.795,-0.339,1.047,STABLE,0.903,COMP-024,cloudy,
GCO-04575,1850-11-13,SV-30,Merris Glen,Little Exchange (Capital),Capital,NW-2,7.91,17.189,32.96,8.133,17.764,33.509,-0.223,-0.575,-0.549,0.825,STABLE,0.881,COMP-049,clear,
GCO-03184,1850-11-16,SV-14,Levin Cross,Little Exchange (Capital),Capital,NW-2,7.198,17.905,33.5,8.133,17.764,33.509,-0.935,0.141,-0.009,0.946,STABLE,0.76,COMP-023,clear,
GCO-00879,1850-11-19,SV-28,Varren Hill,Little Yard,Capital,NW-6,45.275,3.465,14.917,46.115,3.94,14.659,-0.84,-0.475,0.258,0.999,STABLE,0.729,COMP-014,cloudy,
GCO-00296,1850-11-20,SV-04,Pella Morse,Little Yard,Capital,NW-6,45.671,3.416,15.262,46.115,3.94,14.659,-0.444,-0.524,0.603,0.914,STABLE,0.767,COMP-015,clear,
GCO-00009,1850-11-22,SV-14,Levin Cross,Little Yard,Capital,NW-6,44.923,4.703,14.158,46.115,3.94,14.659,-1.191,0.763,-0.501,1.501,STABLE,0.76,COMP-034,cloudy,
GCO-03880,1850-11-23,SV-20,Torren Voss,Little Exchange (Capital),Capital,NW-2,10.098,18.565,34.746,8.133,17.764,33.509,1.965,0.801,1.238,2.457,STABLE,0.702,COMP-039,fog,
GCO-03866,1850-11-24,SV-01,Kellis Dorn,Little Yard,Capital,NW-6,46.234,4.186,14.485,46.115,3.94,14.659,0.119,0.246,-0.173,0.324,STABLE,0.892,COMP-039,clear,Readings taken at dawn
GCO-04943,1850-11-25,SV-15,Darren Pol,Lesser Bridge,Capeast,NE-1,109.033,174.008,120.388,107.659,175.472,120.879,1.374,-1.464,-0.491,2.067,STABLE,0.895,COMP-027,cloudy,
GCO-01426,1850-11-27,SV-12,Pemlik Vorn,Little Yard,Capital,NW-6,45.359,3.834,16.899,46.115,3.94,14.659,-0.756,-0.106,2.24,2.367,STABLE,0.852,COMP-009,rain,
GCO-04444,1850-11-27,SV-23,Pellin Marsh,Lesser Bridge (Capital),Capital,NW-3,14.753,32.471,31.822,14.922,31.947,30.449,-0.169,0.524,1.373,1.479,STABLE,0.802,COMP-006,rain,
GCO-04785,1850-11-27,SV-26,Norris Vale,East Square,Capital,NW-2,39.161,49.242,43.18,38.653,49.261,42.766,0.508,-0.019,0.414,0.655,STABLE,0.801,COMP-031,clear,
GCO-02933,1850-11-28,SV-06,Sareth Vell,East Square,Capital,NW-2,39.703,48.672,43.601,38.653,49.261,42.766,1.05,-0.589,0.835,1.465,STABLE,0.903,COMP-044,clear,
GCO-00705,1850-11-29,SV-03,Vornis Keth,Little Yard,Capital,NW-6,45.555,5.106,14.913,46.115,3.94,14.659,-0.56,1.166,0.254,1.318,STABLE,0.783,COMP-001,fog,
GCO-04386,1850-11-29,SV-29,Corren Dale,Little Yard,Capital,NW-6,45.977,4.009,14.86,46.115,3.94,14.659,-0.138,0.069,0.201,0.253,STABLE,0.954,COMP-014,fog,
GCO-00980,1850-11-30,SV-25,Terris Bloom,East Square,Capital,NW-2,38.607,49.144,43.067,38.653,49.261,42.766,-0.046,-0.117,0.301,0.326,STABLE,0.987,COMP-001,clear,
GCO-00388,1850-12-03,SV-29,Corren Dale,Little Yard,Capital,NW-6,46.06,3.828,14.776,46.115,3.94,14.659,-0.055,-0.112,0.117,0.171,STABLE,0.954,COMP-031,clear,
GCO-04505,1850-12-03,SV-10,Kella Tross,Little Yard,Capital,NW-6,45.409,3.611,15.07,46.115,3.94,14.659,-0.706,-0.329,0.411,0.881,STABLE,0.709,COMP-018,clear,
GCO-01378,1850-12-05,SV-09,Archon Mills,Little Yard,Capital,NW-6,46.941,3.931,17.358,46.115,3.94,14.659,0.826,-0.009,2.699,2.823,STABLE,0.827,COMP-024,storm,
GCO-04024,1850-12-07,SV-10,Kella Tross,Inner Landing,Capital,NW-1,50.06,26.069,4.842,49.877,25.476,4.545,0.184,0.592,0.296,0.687,STABLE,0.709,COMP-050,clear,
GCO-00243,1850-12-08,SV-25,Terris Bloom,Little Yard,Capital,NW-6,45.692,4.09,15.265,46.115,3.94,14.659,-0.423,0.15,0.606,0.754,STABLE,0.987,COMP-003,clear,
GCO-00125,1850-12-12,SV-15,Darren Pol,Wharf (Capital),Capital,NW-6,38.757,11.03,1.291,38.8,11.452,1.605,-0.043,-0.423,-0.314,0.528,STABLE,0.895,COMP-005,clear,
GCO-04750,1850-12-12,SV-02,Mira Strand,Little Yard,Capital,NW-6,46.034,3.573,15.135,46.115,3.94,14.659,-0.081,-0.367,0.476,0.606,STABLE,0.708,COMP-042,cloudy,
GCO-00634,1850-12-13,SV-28,Varren Hill,Wharf (Capital),Capital,NW-6,38.563,10.665,1.187,38.8,11.452,1.605,-0.237,-0.788,-0.418,0.923,STABLE,0.729,COMP-001,clear,
GCO-00613,1850-12-16,SV-13,Anster Cole,Little Yard,Capital,NW-6,46.078,4.4,15.147,46.115,3.94,14.659,-0.037,0.46,0.488,0.671,STABLE,0.708,COMP-030,clear,
GCO-02674,1850-12-18,SV-01,Kellis Dorn,Little Yard,Capital,NW-6,46.262,3.693,15.658,46.115,3.94,14.659,0.147,-0.247,0.999,1.039,STABLE,0.892,COMP-044,clear,
GCO-03814,1850-12-20,SV-06,Sareth Vell,Little Yard,Capital,NW-6,46.184,4.542,15.012,46.115,3.94,14.659,0.069,0.602,0.353,0.701,STABLE,0.903,COMP-040,clear,
GCO-04672,1850-12-20,SV-27,Sellin Brook,Circle,Capital,NW-9,0.157,35.665,36.645,0.162,36.105,35.984,-0.005,-0.44,0.661,0.794,STABLE,0.728,COMP-039,clear,
GCO-02990,1850-12-21,SV-18,Sollis Hern,East Court,Capital,NW-1,25.12,11.343,20.479,24.282,10.687,20.052,0.838,0.655,0.427,1.146,STABLE,0.877,COMP-050,clear,
GCO-00437,1850-12-22,SV-09,Archon Mills,Little Yard,Capital,NW-6,47.162,5.363,15.219,46.115,3.94,14.659,1.048,1.423,0.56,1.854,STABLE,0.827,COMP-025,cloudy,
GCO-02946,1850-12-23,SV-24,Kellin Ward,Little Yard,Capital,NW-6,45.343,3.085,14.111,46.115,3.94,14.659,-0.771,-0.855,-0.548,1.275,STABLE,0.747,COMP-027,clear,
GCO-04833,1850-12-23,SV-10,Kella Tross,Little Yard,Capital,NW-6,45.619,4.571,13.735,46.115,3.94,14.659,-0.496,0.631,-0.924,1.224,STABLE,0.709,COMP-049,clear,
GCO-00814,1850-12-26,SV-28,Varren Hill,Little Yard,Capital,NW-6,46.61,4.365,15.141,46.115,3.94,14.659,0.495,0.425,0.482,0.811,STABLE,0.729,COMP-032,cloudy,
GCO-04806,1850-12-27,SV-18,Sollis Hern,Wharf,Densmok,NW-6,139.912,117.141,130.278,139.579,117.169,130.0,0.334,-0.028,0.278,0.435,STABLE,0.877,COMP-029,clear,
GCO-02499,1850-12-28,SV-26,Norris Vale,Little Yard,Capital,NW-6,46.524,4.229,14.071,46.115,3.94,14.659,0.409,0.289,-0.588,0.772,STABLE,0.801,COMP-001,rain,
GCO-03553,1850-12-28,SV-28,Varren Hill,Little Yard,Capital,NW-6,46.303,3.786,14.028,46.115,3.94,14.659,0.189,-0.154,-0.631,0.676,STABLE,0.729,COMP-049,clear,Equipment recalibrated
GCO-04362,1850-12-30,SV-13,Anster Cole,Little Yard,Capital,NW-6,45.191,3.829,13.864,46.115,3.94,14.659,-0.923,-0.111,-0.795,1.224,STABLE,0.708,COMP-029,rain,
GCO-02694,1850-12-31,SV-14,Levin Cross,Inner Landing,Capital,NW-1,50.177,25.595,4.765,49.877,25.476,4.545,0.3,0.119,0.219,0.39,STABLE,0.76,COMP-030,cloudy,
GCO-03996,1851-01-01,SV-18,Sollis Hern,Little Yard,Capital,NW-6,45.126,3.482,15.232,46.115,3.94,14.659,-0.989,-0.458,0.573,1.231,STABLE,0.877,COMP-039,clear,
GCO-00732,1851-01-02,SV-15,Darren Pol,East Square,Capital,NW-2,36.159,51.413,42.222,38.653,49.261,42.766,-2.494,2.151,-0.543,3.339,MODERATE,0.895,COMP-034,cloudy,
GCO-01365,1851-01-03,SV-13,Anster Cole,Little Yard,Capital,NW-6,45.908,5.115,15.689,46.115,3.94,14.659,-0.207,1.175,1.03,1.576,STABLE,0.708,COMP-032,cloudy,
GCO-01782,1851-01-03,SV-14,Levin Cross,Little Yard,Capital,NW-6,45.296,4.016,14.585,46.115,3.94,14.659,-0.818,0.076,-0.074,0.825,STABLE,0.76,COMP-045,clear,
GCO-03241,1851-01-04,SV-30,Merris Glen,Circle,Capital,NW-9,-0.09,35.638,36.649,0.162,36.105,35.984,-0.253,-0.467,0.665,0.851,STABLE,0.881,COMP-011,clear,
GCO-04392,1851-01-04,SV-23,Pellin Marsh,Little Yard,Capital,NW-6,45.04,3.91,14.756,46.115,3.94,14.659,-1.074,-0.03,0.097,1.079,STABLE,0.802,COMP-011,fog,Standard conditions
GCO-00105,1851-01-05,SV-21,Mellen Pike,East Square,Capital,NW-2,38.429,48.897,42.858,38.653,49.261,42.766,-0.225,-0.364,0.092,0.438,STABLE,0.942,COMP-035,fog,
GCO-02817,1851-01-05,SV-17,Varian Kess,Little Exchange (Capital),Capital,NW-2,7.216,18.283,34.464,8.133,17.764,33.509,-0.917,0.52,0.955,1.423,STABLE,0.766,COMP-038,cloudy,
GCO-04978,1851-01-10,SV-11,Erris Dann,Little Exchange (Capital),Capital,NW-2,7.498,18.635,34.179,8.133,17.764,33.509,-0.634,0.872,0.67,1.27,STABLE,0.766,COMP-032,clear,
GCO-00899,1851-01-13,SV-18,Sollis Hern,Little Yard,Capital,NW-6,47.276,2.795,15.299,46.115,3.94,14.659,1.161,-1.145,0.64,1.752,STABLE,0.877,COMP-033,clear,
GCO-04529,1851-01-14,SV-08,Tessyn Ward,Little Yard,Capital,NW-6,46.852,3.686,12.856,46.115,3.94,14.659,0.737,-0.254,-1.803,1.964,MODERATE,0.726,COMP-046,cloudy,
GCO-01015,1851-01-17,SV-03,Vornis Keth,Little Yard,Capital,NW-6,46.314,3.444,15.014,46.115,3.94,14.659,0.199,-0.496,0.355,0.642,STABLE,0.783,COMP-011,clear,
GCO-00666,1851-01-18,SV-18,Sollis Hern,Little Yard,Capital,NW-6,45.369,3.224,14.653,46.115,3.94,14.659,-0.746,-0.716,-0.006,1.034,STABLE,0.877,COMP-045,cloudy,
GCO-02132,1851-01-21,SV-16,Hellis Mord,Little Yard,Capital,NW-6,47.611,3.216,13.44,46.115,3.94,14.659,1.497,-0.724,-1.219,2.062,STABLE,0.863,COMP-005,clear,
GCO-02364,1851-01-26,SV-06,Sareth Vell,Little Yard,Capital,NW-6,46.962,4.691,14.253,46.115,3.94,14.659,0.847,0.751,-0.405,1.203,STABLE,0.903,COMP-014,clear,
GCO-04413,1851-01-27,SV-25,Terris Bloom,Little Yard,Capital,NW-6,47.146,4.842,13.776,46.115,3.94,14.659,1.031,0.902,-0.883,1.63,STABLE,0.987,COMP-021,cloudy,
GCO-04476,1851-01-27,SV-02,Mira Strand,Little Exchange (Capital),Capital,NW-2,8.806,18.074,32.797,8.133,17.764,33.509,0.674,0.31,-0.712,1.028,STABLE,0.708,COMP-007,fog,
GCO-00015,1851-01-30,SV-21,Mellen Pike,Lesser Bridge (Capital),Capital,NW-3,14.667,31.766,30.406,14.922,31.947,30.449,-0.255,-0.182,-0.043,0.316,STABLE,0.942,COMP-041,cloudy,
GCO-00788,1851-01-31,SV-19,Nerin Kale,South Commons,Densmok,NW-5,166.042,108.471,130.206,165.737,106.523,131.637,0.305,1.948,-1.431,2.437,STABLE,0.943,COMP-031,cloudy,
GCO-01285,1851-02-01,SV-02,Mira Strand,Little Yard,Capital,NW-6,45.782,3.796,14.205,46.115,3.94,14.659,-0.333,-0.144,-0.453,0.581,STABLE,0.708,COMP-025,rain,
GCO-01654,1851-02-02,SV-28,Varren Hill,Little Yard,Capital,NW-6,45.689,4.803,13.951,46.115,3.94,14.659,-0.426,0.863,-0.708,1.195,STABLE,0.729,COMP-018,cloudy,
GCO-00722,1851-02-03,SV-03,Vornis Keth,East Square,Capital,NW-2,39.098,50.143,41.858,38.653,49.261,42.766,0.445,0.882,-0.908,1.341,STABLE,0.783,COMP-034,clear,
GCO-00134,1851-02-06,SV-08,Tessyn Ward,East Plaza (Capital),Capital,NW-8,28.904,36.204,10.263,28.359,35.896,10.631,0.545,0.309,-0.369,0.727,STABLE,0.726,COMP-025,clear,
GCO-01733,1851-02-06,SV-20,Torren Voss,Little Yard,Capital,NW-6,45.341,3.147,15.285,46.115,3.94,14.659,-0.774,-0.793,0.626,1.273,STABLE,0.702,COMP-016,clear,Reference marker missing or damaged
GCO-04986,1851-02-06,SV-06,Sareth Vell,Little Yard,Capital,NW-6,45.865,4.078,15.364,46.115,3.94,14.659,-0.25,0.138,0.705,0.76,STABLE,0.903,COMP-004,clear,
GCO-02760,1851-02-07,SV-11,Erris Dann,Little Yard,Capital,NW-6,46.59,5.323,15.884,46.115,3.94,14.659,0.475,1.383,1.225,1.908,MODERATE,0.766,COMP-026,clear,
GCO-01533,1851-02-09,SV-14,Levin Cross,Little Exchange (Capital),Capital,NW-2,7.949,18.369,33.279,8.133,17.764,33.509,-0.183,0.605,-0.23,0.673,STABLE,0.76,COMP-012,clear,
GCO-03357,1851-02-13,SV-16,Hellis Mord,East Square,Capital,NW-2,39.415,49.734,42.459,38.653,49.261,42.766,0.762,0.473,-0.307,0.948,STABLE,0.863,COMP-033,rain,
GCO-02837,1851-02-15,SV-17,Varian Kess,Little Yard,Capital,NW-6,45.27,3.227,14.455,46.115,3.94,14.659,-0.845,-0.713,-0.204,1.124,STABLE,0.766,COMP-045,clear,
GCO-00036,1851-02-16,SV-06,Sareth Vell,Little Yard,Capital,NW-6,46.072,2.741,15.442,46.115,3.94,14.659,-0.043,-1.199,0.783,1.432,STABLE,0.903,COMP-012,cloudy,
GCO-02508,1851-02-16,SV-29,Corren Dale,Little Yard,Capital,NW-6,45.308,3.387,14.904,46.115,3.94,14.659,-0.807,-0.553,0.245,1.008,STABLE,0.954,COMP-039,clear,
GCO-03698,1851-02-17,SV-04,Pella Morse,Little Yard,Capital,NW-6,47.143,4.032,14.274,46.115,3.94,14.659,1.028,0.092,-0.385,1.102,STABLE,0.767,COMP-039,rain,
GCO-00337,1851-02-18,SV-19,Nerin Kale,Little Yard,Capital,NW-6,46.41,3.791,14.778,46.115,3.94,14.659,0.295,-0.149,0.119,0.351,STABLE,0.943,COMP-002,cloudy,
GCO-02547,1851-02-18,SV-04,Pella Morse,Little Yard,Capital,NW-6,44.912,3.804,14.273,46.115,3.94,14.659,-1.203,-0.136,-0.386,1.271,STABLE,0.767,COMP-023,fog,
GCO-03131,1851-02-18,SV-01,Kellis Dorn,East Square,Capital,NW-2,37.146,49.668,42.323,38.653,49.261,42.766,-1.507,0.407,-0.443,1.623,STABLE,0.892,COMP-025,cloudy,
GCO-01207,1851-02-19,SV-28,Varren Hill,Little Yard,Capital,NW-6,46.386,3.653,12.512,46.115,3.94,14.659,0.271,-0.287,-2.147,2.183,STABLE,0.729,COMP-006,clear,
GCO-01014,1851-02-20,SV-05,Tobin Creel,East Square,Capital,NW-2,37.616,49.279,43.165,38.653,49.261,42.766,-1.037,0.018,0.399,1.111,STABLE,0.921,COMP-022,clear,
GCO-01586,1851-02-20,SV-08,Tessyn Ward,Little Exchange (Capital),Capital,NW-2,7.533,19.205,34.722,8.133,17.764,33.509,-0.599,1.442,1.213,1.977,STABLE,0.726,COMP-013,clear,
GCO-02542,1851-02-20,SV-21,Mellen Pike,Lower Yard (Capital),Capital,NW-9,8.526,18.645,47.868,8.17,18.973,49.476,0.356,-0.328,-1.608,1.68,STABLE,0.942,COMP-010,fog,
GCO-00445,1851-02-21,SV-11,Erris Dann,East Square,Capital,NW-2,37.904,48.372,43.227,38.653,49.261,42.766,-0.749,-0.889,0.461,1.251,STABLE,0.766,COMP-005,cloudy,
GCO-04008,1851-02-21,SV-05,Tobin Creel,Little Yard,Capital,NW-6,46.829,4.111,15.012,46.115,3.94,14.659,0.714,0.171,0.354,0.815,STABLE,0.921,COMP-040,clear,
GCO-01340,1851-02-22,SV-12,Pemlik Vorn,Lower Yard (Capital),Capital,NW-9,7.962,17.559,49.712,8.17,18.973,49.476,-0.208,-1.414,0.236,1.449,STABLE,0.852,COMP-027,rain,
